train_no,train_name,weekday,weekday_no
74846,HSR SDLP RE,Saturday,5
74847,RE SDLP HSR,Tuesday,1
74848,HSR SDLP RE,Sunday,6
74849,RTGH SRDR,Sunday,6
74850,SRDR RTGH,Monday,0
74851,RTGH SRDR,Sunday,6
74852,SRDR RTGH,Wednesday,2
74853,RTGH SRDR,Monday,0
74854,SRDR RTGH,Thursday,3
74855,BKN- RTGH PA,Friday,4
74856,RTGH - BKN P,Saturday,5
74857,SIKR CUR DEM,Wednesday,2
74858,CUR SIKR DEM,Monday,0
74901,PTK-JUC DMU,Wednesday,2
74902,PTK-JUC DMU,Sunday,6
74903,PTK-JUC DMU,Wednesday,2
74904,PTK-JUC DMU,Monday,0
74906,UHP-JAT-DMU,Sunday,6
74907,JAT-UHP DMU,Sunday,6
74909,PTK-JAT-UHP-,Saturday,5
74910,PTK-JAT-UHP-,Friday,4
74911,HSX-JUC DMU,Saturday,5
74912,HSX-JUC DMU,Sunday,6
74913,HSX-JUC DMU,Tuesday,1
74914,HSX-JUC DMU,Monday,0
74915,HSX-JUC DMU,Friday,4
74916,HSX-JUC DMU,Monday,0
74917,HSX-JUC DMU,Monday,0
74918,HSX-JUC DMU,Sunday,6
74919,HSX-JUC DMU,Sunday,6
74920,HSX-JUC DMU,Thursday,3
74923,HSX-ASR DMU,Tuesday,1
74924,ASR-HSX DMU,Monday,0
74931,JUC-FZR DMU,Tuesday,1
74932,FZR-JUC DMU,Thursday,3
74933,JUC-FZR DMU,Tuesday,1
74934,JUC-FZR DMU,Wednesday,2
74935,JUC-FZR DMU,Friday,4
74936,JUC-FZR DMU,Thursday,3
74937,JALANDER FIR,Friday,4
74938,JUC-FZR DMU,Wednesday,2
74939,JUC-FZR DMU,Monday,0
74940,FZR-JUC DMU,Monday,0
74941,NRO-JUC DMU,Wednesday,2
74942,JUC-NRO,Wednesday,2
74943,NRO-JUC DMU,Monday,0
74944,JUC-NRO DMU,Thursday,3
74945,NRO-JUC DMU,Thursday,3
74946,JUC-NRO DMU,Friday,4
74947,NRO-JUC DMU,Thursday,3
74948,JUC-NRO DMU,Wednesday,2
74951,JJJ-JUC DMU,Tuesday,1
74952,JJJ-JUC DMU,Friday,4
74953,JJJ-JUC DMU,Sunday,6
74954,JUC-JJJ DMU,Monday,0
74961,LDH-FZR DMU,Wednesday,2
74962,LDH-FZR DMU,Wednesday,2
74963,LDH-FZR DMU,Wednesday,2
74964,LDH-FZR DMU,Tuesday,1
74965,LDH-LNK DMU,Sunday,6
74966,LDH-LNK DMU,Thursday,3
74967,LDH-LNK DMU,Monday,0
74968,LDH-LNK DMU,Friday,4
74969,LDH-LNK DMU,Thursday,3
74970,LNK-LDH DMU,Sunday,6
74971,FKA-FZR DMU,Monday,0
74972,FZR-FKA DMU,Monday,0
74973,FZR-FKA DMU,Wednesday,2
74974,FKA-FZR DMU,Wednesday,2
74975,FZR-FKA DMU,Monday,0
74976,FKA-FZR DMU,Tuesday,1
74977,FKA-FZR DMU,Thursday,3
74978,FZR-FKA DMU,Saturday,5
74981,KKP-FKA DMU,Saturday,5
74982,FKA-KKP DMU,Monday,0
74983,KKP-FKA DMU,Monday,0
74984,FKA-KKP DMU,Monday,0
74985,BTI-FKA-DMU,Monday,0
74986,FKA-BTI-DMU,Saturday,5
74987,BTI-FKA-DMU,Tuesday,1
74988,FKA-BTI-DMU,Friday,4
74991,UMB-CHDL PAS,Saturday,5
74992,CHDL-UMB PAS,Tuesday,1
74993,KKDE-UMB PAS,Wednesday,2
74994,UMB-KKDE PAS,Monday,0
75002,GD-BNY-GKP-D,Thursday,3
75003,GKP-BNY-DMU,Friday,4
75004,BNY-GKP-DMU,Tuesday,1
75005,GKP-BNY-DMU,Thursday,3
75007,GKP-BNY-GD D,Friday,4
75008,GD-BNY-GKP-D,Monday,0
75009,SV-CPJ-DMU S,Thursday,3
75010,CPJ-THE-DMU,Thursday,3
75011,THE-GKP-DMU,Thursday,3
75012,GKP-SV-DMU S,Friday,4
75013,GKP-NTV -DMU,Friday,4
75014,NTV-GKP -DMU,Tuesday,1
75015,GKP-NTV PASS,Saturday,5
75016,NTV-GKP PASS,Wednesday,2
75101,BUI-BCY DEMU,Thursday,3
75102,BCY-BUI DEMU,Tuesday,1
75103,PEP-BCY DEMU,Tuesday,1
75104,BCY-PEP DEMU,Monday,0
75105,MAU-ALY-DMU-,Friday,4
75106,ALY-MAU-DMU-,Sunday,6
75107,MUV-ALY-DMU,Monday,0
75109,MAU-BCY- DMU,Saturday,5
75111,GCT-BSB DMU,Friday,4
75112,BSB-GCT-DMU,Sunday,6
75113,BTT-BCY DEMU,Thursday,3
75114,BCY-BTT DMU,Saturday,5
75115,GCT-PRG- PAS,Friday,4
75116,PRG-GCT DEMU,Thursday,3
75201,SEE-CPR DEMU,Wednesday,2
75202,CPR-SEE DEMU,Sunday,6
75207,SPJ-MFP DEMU,Saturday,5
75208,MFP - SPJ DE,Saturday,5
75209,SPJ - JYG DE,Tuesday,1
75210,JYG-SPJ DEMU,Tuesday,1
75211,SPJ-SEE DEMU,Wednesday,2
75212,SEE - SPJ DE,Saturday,5
75213,RXL-SGL DEMU,Thursday,3
75214,SGL-RXL DEMU,Tuesday,1
75221,SEE-CPR DEMU,Monday,0
75222,CPR-SEE DEMU,Sunday,6
75225,SPJ-RXL DEMU,Sunday,6
75226,RXL-SPJ DEMU,Thursday,3
75227,SPJ-RXL-DEMU,Thursday,3
75228,RXL-DBG DEMU,Friday,4
75229,DBG-RXL DEMU,Thursday,3
75230,RXL-SPJ DEMU,Saturday,5
75231,MFP-SGL-RXL,Wednesday,2
75232,RXL-SGL-MFP,Saturday,5
75233,RXL-SMI DEMU,Thursday,3
75234,SMI-RXL DEMU,Tuesday,1
75235,RXL-NKE DEMU,Sunday,6
75236,NKE-RXL DEMU,Sunday,6
75237,MFP-NKE DEMU,Saturday,5
75238,NKE-MFP DEMU,Saturday,5
75253,SPJ - DBG DE,Thursday,3
75254,DBG - SPJ DE,Sunday,6
75255,DBG - MFP DE,Wednesday,2
75256,MFP-DBG DEMU,Thursday,3
75271,ARA-SSM DEMU,Thursday,3
75272,SSM-ARA DEMU,Friday,4
75273,ARA-SSM DEMU,Wednesday,2
75274,SSM-ARA DEMU,Thursday,3
75279,DBG - BIRL D,Monday,0
75280,BIRL - DBG D,Saturday,5
75707,RDP - SGUJ D,Friday,4
75708,SGUJ - RDP D,Tuesday,1
75713,SGUJ - NCB D,Friday,4
75714,NCB - SGUJ D,Sunday,6
75715,SGUJ - DHH P,Friday,4
75716,DHH - SGUJ P,Wednesday,2
75717,SGUJ - BXT D,Sunday,6
75718,BXT - SGUJ D,Thursday,3
75719,MLFC - SGUJ,Wednesday,2
75720,SGUJ- MLFC D,Thursday,3
75721,SGUJ-HDB PAS,Tuesday,1
75722,HDB-SGUJ PAS,Sunday,6
75723,NBQ - GHY DE,Tuesday,1
75724,GHY - NBQ DE,Sunday,6
75727,GHY - HBN DE,Wednesday,2
75728,HBN - GHY DE,Tuesday,1
75729,GHY - SHTT D,Monday,0
75730,SHTT - GHY D,Saturday,5
75733,TNPR - KIR D,Saturday,5
75734,KIR - TNPR D,Thursday,3
75735,TNPR - KIR D,Thursday,3
75736,KIR - TNPR D,Thursday,3
75737,TNPR - KIR D,Saturday,5
75738,KIR - TNPR D,Monday,0
75739,TNPR - KIR P,Sunday,6
75740,KIR - TNPR D,Monday,0
75743,KIR - SGUJ D,Sunday,6
75744,SGUJ - KIR D,Sunday,6
75745,KIR - JBN DE,Monday,0
75746,JBN - KIR DE,Wednesday,2
75747,KIR - BOE DE,Friday,4
75748,BOE - KIR DE,Thursday,3
75749,KIR - TETA D,Saturday,5
75750,TETA - KIR D,Thursday,3
75901,TSK - LEDO P,Wednesday,2
75902,LEDO - DBRT,Friday,4
75903,DBRT - LLO P,Wednesday,2
75904,LEDO - TSK D,Sunday,6
75905,TSK - DBRT D,Tuesday,1
75906,DBRT - LEDO,Saturday,5
75907,LEDO - DBRT,Wednesday,2
75908,DBRT - TSK P,Thursday,3
75911,TSK - DNGI D,Tuesday,1
75912,DNGI - TSK D,Thursday,3
76501,BWT-KQZ DEMU,Monday,0
76502,KQZ - BNC PA,Saturday,5
76503,BWT-KQZ RBUS,Friday,4
76504,KQZ-BWT DEMU,Thursday,3
76505,BNC-KQZ PASS,Saturday,5
76506,KQZ-BNC PASS,Tuesday,1
76507,BNC-BWT DEMU,Saturday,5
76508,BWT-BNC DEMU,Thursday,3
76523,YPR-HSRA DEM,Sunday,6
76524,HSRA-YPR DEM,Sunday,6
76525,CPT-KQZ DEMU,Thursday,3
76526,KQZ-CPT DEMU,Monday,0
76551,SBC-KQZ PASS,Tuesday,1
76552,KQZ-SBC PASS,Monday,0
76553,SBC-DPJ PASS,Sunday,6
76554,DPJ-SBC PASS,Friday,4
76800,TPJ-LLI  DMU,Friday,4
76803,LLI-TPJ  DMU,Monday,0
76804,TPJ-LLI DMU,Sunday,6
76805,MQ-TPJ PASSR,Tuesday,1
76806,TPJ-MQ PASSR,Tuesday,1
76807,TPJ-MNM PASS,Saturday,5
76808,MNM-TPJ PASS,Sunday,6
76812,TJ-KIK-DEMU,Sunday,6
76813,KIK-VLNK PAS,Wednesday,2
76814,VLNK-NGT PAS,Monday,0
76815,KIK-TJ PASSR,Friday,4
76817,NGT-VLKN PAS,Sunday,6
76818,VLKN-KIK PAS,Saturday,5
76820,TPJ-TJ DEMU,Friday,4
76821,TJ-TPJ DEMU,Friday,4
76822,TPJ-TJ DEMU,Tuesday,1
76823,TJ-TPJ DEMU,Monday,0
76824,TPJ TJ DEMU,Saturday,5
76825,MV-TJ,Tuesday,1
76826,TJ-MV PASS,Friday,4
76827,TJ TPJ  DEMU,Wednesday,2
76828,TPJ-TJ DEMU,Tuesday,1
76829,TJ-TPJ DEMU,Monday,0
76830,KKDI-TPJ DMU,Saturday,5
76831,TPJ-KKDI DMU,Sunday,6
76833,TPJ KRR PASS,Saturday,5
76834,KRR TPJ PASS,Sunday,6
76835,TPJ KRR DMU,Thursday,3
76836,KRR TPJ PASS,Tuesday,1
76837,KKDI-VPT PAS,Sunday,6
76838,VPT-KKDI PAS,Sunday,6
76839,TPJ-KKDI PAS,Tuesday,1
76840,KKDI-TPJ PAS,Thursday,3
76841,CUPJ-TPJ PAS,Sunday,6
76842,TPJ-CUPJ PAS,Monday,0
76845,VRI-TPJ PASS,Wednesday,2
76846,TPJ-VRI PASS,Saturday,5
76847,VRI-SA PASSR,Friday,4
76848,SA-VRI PASSR,Thursday,3
76849,VRI-SA PASSR,Wednesday,2
76850,SA-VRI PASSR,Wednesday,2
76851,KIK- TPJ PAS,Friday,4
76852,TPJ-KIK PASS,Sunday,6
76853,NCR-TPJ PASS,Friday,4
76854,TPJ-NCR PASS,Tuesday,1
77201,PASS,Thursday,3
77202,PASS,Thursday,3
77203,PASS,Thursday,3
77204,PASS,Wednesday,2
77205,PASS,Saturday,5
77206,PASS,Sunday,6
77207,PASS,Thursday,3
77208,PASS,Friday,4
77209,PASS,Thursday,3
77211,PASS,Tuesday,1
77212,PASS,Tuesday,1
77213,PASS,Thursday,3
77214,PASS,Sunday,6
77215,PASS,Monday,0
77216,PASS,Thursday,3
77218,PASS,Wednesday,2
77219,PASS,Wednesday,2
77220,PASS,Wednesday,2
77221,PASS,Friday,4
77222,PASS,Tuesday,1
77223,PASS,Wednesday,2
77224,PASS,Monday,0
77225,PASS,Thursday,3
77226,PASS,Thursday,3
77227,PASS,Monday,0
77228,PASS,Monday,0
77229,PASS,Saturday,5
77230,PASS,Thursday,3
77231,PASS,Saturday,5
77232,PASS,Friday,4
77233,PASS,Saturday,5
77234,PASS,Monday,0
77235,PASS,Wednesday,2
77237,PASS,Thursday,3
77238,PASS,Thursday,3
77239,PASS,Monday,0
77240,PASS,Sunday,6
77241,PASS,Monday,0
77242,PASS,Saturday,5
77243,PASS,Friday,4
77244,PASS,Friday,4
77245,TEL PASS,Saturday,5
77246,RAL PASS,Thursday,3
77247,PASS,Friday,4
77248,RAL PASS,Sunday,6
77249,MRK GNT PASS,Sunday,6
77250,PASS,Saturday,5
77251,PASS,Saturday,5
77252,PASS,Sunday,6
77253,PASS,Wednesday,2
77254,PASS,Wednesday,2
77255,PASS,Thursday,3
77256,PASS,Monday,0
77257,PASS,Wednesday,2
77258,PASS,Sunday,6
77259,NZB-KRMR DEM,Monday,0
77260,KRMR-MRTD PA,Friday,4
77261,BZA-MTM PASS,Monday,0
77262,PASS,Friday,4
77263,PASS DMU,Friday,4
77264,NS PASS,Sunday,6
77265,NDD PASS,Thursday,3
77266,BVRM PASS,Sunday,6
77267,GDV PASS,Wednesday,2
77268,PASS,Wednesday,2
77269,PASS,Sunday,6
77270,PASS,Friday,4
77271,RAIL CAR,Tuesday,1
77272,RAIL CAR 2,Friday,4
77273,KRMR-LJPL,Friday,4
77274,KRML-LJPL,Wednesday,2
77281,BZA-TEL,Sunday,6
77282,TEL-GNT,Monday,0
77283,GNT-BZA,Saturday,5
77284,BZA-GNT,Wednesday,2
77285,GNT-TEL,Monday,0
77286,TEL-BZA,Tuesday,1
77287,BZA-TEL,Sunday,6
77288,TEL-GNT,Thursday,3
77289,GNT-BZA,Saturday,5
77290,PASS,Tuesday,1
77291,BZA PASS,Monday,0
77292,BZA-BDCR PAS,Monday,0
77293,RJY PASS,Saturday,5
77294,NS PASS,Tuesday,1
77295,GNT PASS,Friday,4
77297,MCLA PASS,Sunday,6
77298,BVRM PASS,Tuesday,1
77401,NDL-HX DEMU,Thursday,3
77402,HX-NDL DEMU,Sunday,6
77403,NDL-HX DEMU,Sunday,6
77404,HX-NDL DEMU,Sunday,6
77405,HX-PDMI,Saturday,5
77406,PDMI-HX,Friday,4
77414,KRNT PASS,Sunday,6
77415,GTL PASS,Thursday,3
77416,BAY PASS,Saturday,5
77417,GTL PASS,Wednesday,2
77418,HUP PASS,Saturday,5
77419,HUP GTL PASS,Wednesday,2
77601,SC-MED DEMU,Wednesday,2
77602,MED-FM DEMU,Friday,4
77603,SC-MOB DEMU,Saturday,5
77604,BMO-FM DEMU,Tuesday,1
77605,FM-BMO DEMU,Tuesday,1
77606,MOB-SC DEMU,Wednesday,2
77607,SC-MED DEMU,Saturday,5
77608,MED-SC DEMU,Tuesday,1
77609,FM-MOB DEMU,Sunday,6
77610,MOB-SC DEMU,Sunday,6
77611,SC-BMO DEMU,Wednesday,2
77612,BMO-SC DEMU,Sunday,6
77613,SC-MOB DEMU,Sunday,6
77614,MOB-SC DEMU,Wednesday,2
77615,SC-MED DEMU,Sunday,6
77616,MED-SC DEMU,Friday,4
77617,SC-MOB DEMU,Monday,0
77618,BMO-FM DEMU,Thursday,3
77619,SC-MED DEMU,Thursday,3
77622,MBNR-JKAR,Wednesday,2
77623,JKAR-MBNR,Thursday,3
77630,SC-UR DEMU,Friday,4
77631,FM-UR DEMU,Tuesday,1
77632,FM-UR DEMU,Friday,4
77633,FM-UR DEMU,Tuesday,1
77634,FM-UR DEMU,Tuesday,1
77635,FM-UR DEMU,Tuesday,1
77638,FM-UR DEMU,Monday,0
77640,UR-FM DEMU,Friday,4
77641,UR-FM DEMU,Sunday,6
77642,UR-FM DEMU,Friday,4
77643,UR-FM DEMU,Saturday,5
77645,UR-SC DEMU,Friday,4
77647,UR-FM DEMU,Saturday,5
77649,UR-SC DEMU,Thursday,3
77651,BIDR-GRDEMU,Monday,0
77652,GR-BIDR DEMU,Friday,4
77653,BIDR-HMBD DE,Sunday,6
77654,HMBD-BIDR DE,Monday,0
77655,BIDAR-GR DEM,Saturday,5
77656,GR-BIDR DEMU,Wednesday,2
77657,J-SNSI,Saturday,5
77658,SNSI-J,Saturday,5
77671,KCG-MBNR DEM,Saturday,5
77672,MBNR-KCG DEM,Friday,4
77673,MRGA-KCG DEM,Friday,4
77674,KCG-MRGA DEM,Saturday,5
77675,KCG-MRGA DEM,Thursday,3
77676,MRGA-PGRL PA,Wednesday,2
77677,PGRL-MRGA PA,Thursday,3
77678,MRGA-KCG DEM,Sunday,6
77679,FM-MED DEMU,Saturday,5
77680,MED-FM DEMU,Monday,0
77681,FM-MED DEMU,Friday,4
77682,MED-FM DEMU,Tuesday,1
77683,JALNA-NAGARS,Monday,0
77684,NAGARSOL-JAL,Sunday,6
77689,GWD-RC DEMU,Sunday,6
77690,RC-GWD DEMU,Sunday,6
77691,JALNA-NAGARS,Friday,4
77693,KCG-RC PASS,Wednesday,2
77694,RC-KCG DEMU,Saturday,5
77695,NDL-KRNT DEM,Tuesday,1
77696,KRNT-NDL,Wednesday,2
78009,ROP-VZR DEMU,Wednesday,2
78010,VZR-ROP DEMU,Sunday,6
78011,ROP VZR DEMU,Wednesday,2
78012,VZR-ROP-BLS,Thursday,3
78013,BLS-ROP-BPO,Tuesday,1
78014,BGY- BPO PAS,Saturday,5
78015,BPO-BGY PASS,Saturday,5
78016,BPO-BLS DEMU,Thursday,3
78017,BLS-ROP-BPO,Saturday,5
78018,BPO BLS LOCA,Sunday,6
78019,BPO  BGY LOC,Monday,0
78020,BGY BPO LOCA,Wednesday,2
78031,TATA BMPR PA,Wednesday,2
78032,BMPR TATA PA,Sunday,6
78033,TATA - GUA P,Sunday,6
78034,GUA- TATA PA,Tuesday,1
78051,MSAE-BQA DEM,Monday,0
78052,BQA MSAE  DE,Monday,0
78053,MSAE- BQA PA,Tuesday,1
78054,BQA MEAE DEM,Sunday,6
78055,MSAE BQA DEM,Sunday,6
78056,BQA - MSAE L,Saturday,5
78057,SONA - BQA P,Thursday,3
78058,BQA SONA DEM,Friday,4
78059,MSAE- BQA LO,Monday,0
78060,BQA-MSAE DEM,Friday,4
78061,MSAE- BQA PA,Wednesday,2
78101,CKP-ROU SARA,Thursday,3
78102,ROU-CKP SARA,Wednesday,2
78103,ROU-SBP  PAS,Friday,4
78104,SBP-ROU PASS,Saturday,5
78502,BBS-CTC  PAS,Friday,4
78503,BBS-BAM PASS,Thursday,3
78504,BAM-BBS PASS,Friday,4
78505,BAM-PSA PASS,Sunday,6
78511,VBL-SALR RAI,Tuesday,1
78512,SALR-VBL RAI,Tuesday,1
78513,VBL-SALR RAI,Thursday,3
78514,SALR-VBL RAI,Thursday,3
78515,VBL-SALR RAI,Tuesday,1
78516,SALR-VBL RAI,Wednesday,2
78517,VBL-SALR RAI,Friday,4
78518,SALR-VBL RAI,Saturday,5
78519,VBL-SALR RAI,Tuesday,1
78520,SALR-VBL RAI,Tuesday,1
78531,VZM-VSKP PAS,Sunday,6
78534,VZM-PSA PASS,Saturday,5
78801,GONDIA-KATAN,Saturday,5
78802,KATANGI-GOND,Wednesday,2
78803,GONDIA - KAT,Thursday,3
78804,KATANGI- GON,Saturday,5
78805,GONDIA-KATAN,Friday,4
78806,KATANGI-GOND,Monday,0
78807,GONDIA- WARA,Wednesday,2
78808,WARASEONI- G,Sunday,6
78809,GONDIA- KATA,Saturday,5
78810,KATANGI- GON,Saturday,5
78811,TMR-TRDI DEM,Saturday,5
78812,TRDI-TMR DEM,Sunday,6
78813,TMR-TRDI DEM,Tuesday,1
78814,TRD-TMR DEMU,Wednesday,2
78815,R-DRZ-GUDM D,Sunday,6
78816,DRZ - R DEMU,Sunday,6
78817,DURG-DRZ DEM,Saturday,5
78818,GUDM-DRZ-DUR,Wednesday,2
78819,BPQ-G DEMU,Sunday,6
78820,G- BPQ DEMU,Sunday,6
78821,GONDIA-KATAN,Tuesday,1
78822,KATANGI-GOND,Saturday,5
78824,DURG-DRZ DEM,Thursday,3
78825,DRZ-DURG DMU,Saturday,5
78826,DRZ-DURG,Saturday,5
78827,DURG-DRZ,Friday,4
79301,RTM - BHL DM,Friday,4
79302,BHL - RTM DM,Wednesday,2
79303,RTM -COR- RT,Saturday,5
79304,RTM - COR -,Sunday,6
79305,DADN RTM DEM,Tuesday,1
79306,RTM DADN  DE,Saturday,5
79307,DADN INDB DE,Wednesday,2
79308,INDB DADN DM,Wednesday,2
79309,DADN RTM DEM,Friday,4
79310,RTM DADN DEM,Friday,4
79311,DADN INDB DM,Saturday,5
79312,INDB DADN DE,Wednesday,2
79313,DADN RTM DMU,Saturday,5
79314,RTM DADN DMU,Monday,0
79315,DAND INDB DM,Thursday,3
79316,INDB DADN DE,Thursday,3
79317,DADN RTM DEM,Monday,0
79318,RTM DADN DEM,Friday,4
79319,INDB MHOW DE,Sunday,6
79320,MHOW INDB DE,Friday,4
79321,INDB MHOW DE,Thursday,3
79322,MHOW INDB DE,Wednesday,2
79323,INDB MHOW DE,Sunday,6
79324,MHOW INDB DM,Friday,4
79325,INDB-MHOW DE,Sunday,6
79326,MHOW INDB DE,Sunday,6
79413,ANND - CBY D,Friday,4
79414,CBY - ANND D,Wednesday,2
79415,ANND-CBY DMU,Wednesday,2
79416,CBY-ANND DMU,Sunday,6
79417,ANND-CBY DMU,Thursday,3
79418,CBY-ANND DMU,Friday,4
79419,ANND-CBY DMU,Thursday,3
79420,CBY-ANND DMU,Tuesday,1
79421,ANND-CBY DMU,Friday,4
79422,CBY-ANND DMU,Tuesday,1
79423,ANND-CBY DMU,Monday,0
79424,CBY-ANND DMU,Thursday,3
79425,ANND-CBY DMU,Sunday,6
79426,CBY-ANND DMU,Saturday,5
79427,ANND-CBY DMU,Saturday,5
79428,CBY-ANND DMU,Thursday,3
79429,ANND-ADI DMU,Thursday,3
79430,ADI-ANND DMU,Friday,4
79431,ADI-MSH DMU,Saturday,5
79432,MSH-ADI DMU,Wednesday,2
79433,ADI- PTN DEM,Sunday,6
79434,PTN - ADI DE,Wednesday,2
79435,ADI- PTN DEM,Friday,4
79436,PTN-ADI DEMU,Sunday,6
79437,MSH - ABR DM,Tuesday,1
79438,ABR - MSH DM,Tuesday,1
79441,WKR-MVI,Saturday,5
79442,MVI - WKR,Wednesday,2
79443,WKR - MVI,Sunday,6
79444,MVI - WKR,Wednesday,2
79445,WKR - RJT DE,Friday,4
79446,MVI - WKR,Saturday,5
79447,WKR - MVI,Sunday,6
79448,MVI - WKR,Sunday,6
79449,MVI  MALB DE,Friday,4
79450,MALB  MVI DE,Thursday,3
79451,WKR - MVI,Thursday,3
79452,MVI - WKR,Thursday,3
79453,WKR - MVI,Sunday,6
79454,MVI - WKR,Friday,4
79455,BRC-CTD DEMU,Sunday,6
79456,CTD - BRC DE,Saturday,5
79457,SUNR - DHG,Tuesday,1
79458,DHG - SUNR D,Friday,4
79459,SUNR - DHG D,Saturday,5
79460,DHG - SUNR D,Wednesday,2
79481,RB 79481,Wednesday,2
79482,RB 79482,Wednesday,2
79483,RB 79483,Tuesday,1
79484,RB 79484,Wednesday,2
79485,RB 79485,Saturday,5
79486,RB 79486,Wednesday,2
79487,RB 79487,Tuesday,1
79488,RB 79488,Saturday,5
79489,RB 79489,Thursday,3
79490,RB 79490,Wednesday,2
82355,PNBE-CSMT SU,Monday,0
82601,MS TEN SUVID,Tuesday,1
82606,TEN-MS SUVD,Wednesday,2
82631,MAS-ERS SUVI,Thursday,3
82635,MAS-QLN SUVI,Saturday,5
82651,YPR-SVDK WEE,Thursday,3
82652,SVDK-YPR WEE,Sunday,6
82653,YPR-JP WEEKL,Tuesday,1
82654,JP-YPR WEEKL,Thursday,3
82665,YPR-VSG SUVI,Tuesday,1
82666,VSG-YPR SUVI,Thursday,3
90540,VR-CCG,Tuesday,1
90981,CCG-VR,Wednesday,2
91392,WAD2,Friday,4
91393,WAD1,Wednesday,2
91394,WAD4,Sunday,6
91395,WAD3,Tuesday,1
91396,WAD6,Saturday,5
91491,WBO1,Thursday,3
93001,VR-DRD,Monday,0
93002,DRD-BVI,Wednesday,2
93003,VR-DRD,Wednesday,2
93004,DRD-CCG,Saturday,5
93005,CCG-DRD EMU,Thursday,3
93006,DRD-CCG,Sunday,6
93007,CCG-DRD,Sunday,6
93008,DRD-BVI,Wednesday,2
93009,ADH-DRD,Friday,4
93010,DRD-CCG,Tuesday,1
93011,VR-DRD,Wednesday,2
93012,DRD-VR,Tuesday,1
93013,BVI-DRD,Monday,0
93014,DRD-DDR,Monday,0
93015,CCG-DRD,Saturday,5
93016,DRD-CCG,Friday,4
93017,VR-DRD,Thursday,3
93018,DRD-CCG,Monday,0
93019,VR-DRD EMU,Thursday,3
93020,DRD-DDR,Monday,0
93021,VR DRD LOCAL,Sunday,6
93022,DRD DDR EMU,Wednesday,2
93023,VR DRD EMU,Saturday,5
93024,DRD-VR,Thursday,3
93025,CCG DRD EMU,Monday,0
93026,DRD  CCG EMU,Thursday,3
93027,DDR-DRD,Thursday,3
93028,DRD-CCG,Tuesday,1
93029,DDR DRD EMU,Thursday,3
93030,DRD-CCG,Monday,0
93031,VR - DRD,Thursday,3
93032,DRD  VR EMU,Wednesday,2
93033,CCG DRD EMU,Sunday,6
93034,DRD- VR  EMU,Tuesday,1
93101,VR-DRD EMU,Sunday,6
93102,DRD-VR MEMU,Sunday,6
93103,DDR-DRD,Sunday,6
93104,DRD-VR,Saturday,5
93105,VR-DRD,Wednesday,2
93109,VR-DRD,Wednesday,2
95001,KP3,Thursday,3
95002,KP4,Wednesday,2
95003,KP5,Saturday,5
95004,KP2,Monday,0
95005,KP7,Thursday,3
95006,KP6,Sunday,6
95007,KP9,Tuesday,1
95008,KP 8,Tuesday,1
95009,KP11,Tuesday,1
95010,KP10,Tuesday,1
95011,KP13,Saturday,5
95012,KP12,Friday,4
95013,KP-17,Monday,0
95101,S7,Tuesday,1
95102,S8,Wednesday,2
95103,S9,Saturday,5
95104,S10,Wednesday,2
95105,S11,Thursday,3
95106,S12,Wednesday,2
95107,S13,Friday,4
95108,S14,Wednesday,2
95109,S15,Thursday,3
95110,S16,Tuesday,1
95111,S17,Tuesday,1
95112,S18,Monday,0
95113,S19,Friday,4
95114,S20,Tuesday,1
95115,S21,Sunday,6
95116,S22,Monday,0
95117,S23,Thursday,3
95118,S24,Sunday,6
95119,S25,Thursday,3
95120,S26,Friday,4
95121,S27,Monday,0
95122,S28,Wednesday,2
95123,S29,Thursday,3
95124,S30,Wednesday,2
95125,S31,Tuesday,1
95126,S32,Saturday,5
95127,S33,Sunday,6
95128,S34,Wednesday,2
95129,S35,Wednesday,2
95130,S36,Sunday,6
95131,S37,Saturday,5
95132,S38,Tuesday,1
95134,S40,Saturday,5
95136,S42,Wednesday,2
95138,S44,Thursday,3
95140,S46,Thursday,3
95142,S48,Monday,0
95144,S52,Sunday,6
95201,BL1,Saturday,5
95202,BL 8,Sunday,6
95203,BL3,Wednesday,2
95204,BL10,Tuesday,1
95205,BL5,Friday,4
95206,BL14,Wednesday,2
95207,BL7,Saturday,5
95208,BL18,Wednesday,2
95209,BL9,Monday,0
95210,BL46,Thursday,3
95211,BL11,Sunday,6
95212,BL48,Monday,0
95213,BL13,Wednesday,2
95214,DBL2,Saturday,5
95215,BL15,Sunday,6
95216,BL30,Tuesday,1
95217,BL17,Sunday,6
95218,BL32,Friday,4
95219,BL19,Wednesday,2
95220,BL34,Saturday,5
95221,BL21,Tuesday,1
95222,BL36,Friday,4
95223,BL23,Thursday,3
95224,BL38,Friday,4
95225,BL25,Wednesday,2
95226,BL40,Saturday,5
95227,DBL1,Friday,4
95228,BL42,Wednesday,2
95229,BL29,Tuesday,1
95230,BL44,Monday,0
95231,BL31,Friday,4
95232,BL50,Wednesday,2
95233,BL33,Thursday,3
95234,BL54,Thursday,3
95235,BL35,Saturday,5
95236,BL56,Wednesday,2
95237,BL37,Friday,4
95239,BL39,Monday,0
95241,BL51,Saturday,5
95301,DA1,Friday,4
95302,A12,Tuesday,1
95303,A11,Wednesday,2
95304,A14,Monday,0
95305,A13,Saturday,5
95306,A16,Monday,0
95307,A15,Saturday,5
95308,A18,Tuesday,1
95309,A17,Thursday,3
95310,A20,Saturday,5
95311,A19,Sunday,6
